userId,jobID,Clicks,job_category
598,1287,63,Management
605,1287,58,Management
1,1293,44,Management
15,1293,9,Management
20,1293,59,Management
23,1293,58,Management
48,1293,84,Management
73,1293,64,Management
78,1293,78,Management
88,1293,31,Management
102,1293,28,Management
119,1293,23,Management
130,1293,57,Management
195,1293,46,Management
211,1293,61,Management
212,1293,33,Management
232,1293,62,Management
236,1293,15,Management
265,1293,32,Management
281,1293,61,Management
283,1293,66,Management
309,1293,17,Management
311,1293,93,Management
335,1293,45,Management
353,1293,47,Management
387,1293,9,Management
388,1293,74,Management
391,1293,19,Management
394,1293,10,Management
419,1293,59,Management
434,1293,34,Management
452,1293,41,Management
468,1293,94,Management
497,1293,35,Management
505,1293,1,Management
527,1293,61,Management
529,1293,66,Management
532,1293,48,Management
539,1293,54,Management
545,1293,0,Management
547,1293,31,Management
564,1293,35,Management
575,1293,47,Management
576,1293,90,Management
587,1293,26,Management
601,1293,64,Management
607,1293,3,Management
634,1293,17,Management
1,1339,17,Management
15,1339,58,Management
19,1339,10,Management
22,1339,90,Management
30,1339,85,Management
34,1339,84,Management
73,1339,12,Management
81,1339,62,Management
95,1339,52,Management
102,1339,21,Management
103,1339,48,Management
119,1339,28,Management
130,1339,13,Management
195,1339,78,Management
207,1339,65,Management
243,1339,13,Management
247,1339,5,Management
285,1339,12,Management
290,1339,12,Management
294,1339,76,Management
297,1339,90,Management
300,1339,79,Management
308,1339,21,Management
310,1339,32,Management
312,1339,95,Management
325,1339,37,Management
337,1339,63,Management
358,1339,69,Management
362,1339,48,Management
380,1339,96,Management
388,1339,98,Management
403,1339,48,Management
463,1339,19,Management
468,1339,28,Management
470,1339,33,Management
472,1339,59,Management
509,1339,49,Management
514,1339,39,Management
518,1339,8,Management
529,1339,53,Management
534,1339,99,Management
560,1339,5,Management
562,1339,8,Management
564,1339,31,Management
575,1339,70,Management
580,1339,100,Management
614,1339,96,Management
617,1339,96,Management
618,1339,84,Management
658,1339,72,Management
664,1339,74,Management
665,1339,40,Management
1,1343,76,Management
19,1343,22,Management
23,1343,3,Management
27,1343,34,Management
30,1343,100,Management
73,1343,29,Management
120,1343,4,Management
177,1343,95,Management
207,1343,90,Management
214,1343,70,Management
242,1343,32,Management
262,1343,98,Management
291,1343,9,Management
299,1343,92,Management
306,1343,17,Management
311,1343,69,Management
341,1343,42,Management
342,1343,50,Management
344,1343,62,Management
388,1343,77,Management
403,1343,79,Management
407,1343,22,Management
452,1343,26,Management
457,1343,46,Management
463,1343,80,Management
514,1343,48,Management
518,1343,38,Management
529,1343,35,Management
534,1343,3,Management
547,1343,84,Management
564,1343,66,Management
580,1343,24,Management
596,1343,9,Management
605,1343,59,Management
607,1343,24,Management
613,1343,26,Management
624,1343,75,Management
647,1343,24,Management
654,1343,44,Management
1,1371,12,Management
4,1371,87,Management
7,1371,42,Management
19,1371,55,Management
21,1371,8,Management
22,1371,29,Management
41,1371,66,Management
78,1371,47,Management
118,1371,66,Management
130,1371,97,Management
150,1371,3,Management
202,1371,32,Management
207,1371,100,Management
217,1371,53,Management
232,1371,86,Management
281,1371,57,Management
285,1371,5,Management
290,1371,30,Management
310,1371,53,Management
311,1371,77,Management
325,1371,66,Management
346,1371,3,Management
363,1371,17,Management
370,1371,25,Management
390,1371,69,Management
439,1371,90,Management
458,1371,42,Management
463,1371,16,Management
466,1371,56,Management
477,1371,21,Management
509,1371,2,Management
514,1371,66,Management
518,1371,57,Management
527,1371,63,Management
529,1371,41,Management
533,1371,7,Management
546,1371,20,Management
547,1371,98,Management
564,1371,75,Management
574,1371,63,Management
575,1371,8,Management
580,1371,31,Management
592,1371,60,Management
607,1371,100,Management
624,1371,14,Management
634,1371,93,Management
654,1371,64,Management
1,1405,1,Management
7,1405,47,Management
15,1405,100,Management
19,1405,68,Management
25,1405,1,Management
26,1405,30,Management
73,1405,78,Management
87,1405,16,Management
102,1405,55,Management
150,1405,67,Management
154,1405,51,Management
165,1405,76,Management
198,1405,60,Management
207,1405,15,Management
224,1405,67,Management
247,1405,100,Management
285,1405,65,Management
306,1405,79,Management
312,1405,31,Management
361,1405,34,Management
380,1405,56,Management
384,1405,70,Management
388,1405,26,Management
390,1405,66,Management
420,1405,41,Management
423,1405,95,Management
428,1405,66,Management
457,1405,61,Management
461,1405,48,Management
468,1405,38,Management
472,1405,65,Management
502,1405,80,Management
509,1405,16,Management
534,1405,78,Management
547,1405,70,Management
564,1405,67,Management
580,1405,38,Management
586,1405,62,Management
605,1405,22,Management
606,1405,61,Management
607,1405,46,Management
617,1405,12,Management
624,1405,81,Management
634,1405,6,Management
654,1405,51,Management
664,1405,32,Management
1,1953,11,IT
4,1953,66,IT
15,1953,90,IT
23,1953,55,IT
30,1953,26,IT
56,1953,39,IT
57,1953,7,IT
73,1953,82,IT
102,1953,25,IT
105,1953,66,IT
118,1953,23,IT
119,1953,81,IT
195,1953,59,IT
202,1953,36,IT
214,1953,43,IT
220,1953,10,IT
232,1953,90,IT
242,1953,26,IT
265,1953,18,IT
311,1953,44,IT
342,1953,51,IT
358,1953,81,IT
360,1953,98,IT
387,1953,58,IT
405,1953,57,IT
423,1953,46,IT
431,1953,69,IT
436,1953,33,IT
452,1953,4,IT
457,1953,49,IT
468,1953,69,IT
472,1953,20,IT
509,1953,10,IT
510,1953,35,IT
520,1953,78,IT
529,1953,31,IT
547,1953,57,IT
564,1953,89,IT
574,1953,76,IT
585,1953,32,IT
587,1953,96,IT
594,1953,24,IT
605,1953,60,IT
608,1953,59,IT
624,1953,63,IT
669,1953,23,IT
1,2105,88,IT
4,2105,76,IT
15,2105,57,IT
30,2105,8,IT
34,2105,87,IT
35,2105,42,IT
41,2105,85,IT
49,2105,13,IT
59,2105,66,IT
73,2105,56,IT
77,2105,35,IT
95,2105,87,IT
102,2105,81,IT
119,2105,15,IT
130,2105,93,IT
185,2105,45,IT
195,2105,20,IT
197,2105,18,IT
212,2105,39,IT
214,2105,56,IT
232,2105,5,IT
257,2105,75,IT
285,2105,9,IT
287,2105,88,IT
294,2105,96,IT
312,2105,4,IT
328,2105,1,IT
346,2105,70,IT
363,2105,66,IT
380,2105,45,IT
401,2105,79,IT
461,2105,29,IT
463,2105,81,IT
468,2105,98,IT
470,2105,26,IT
497,2105,84,IT
509,2105,51,IT
518,2105,28,IT
525,2105,21,IT
533,2105,45,IT
561,2105,5,IT
564,2105,52,IT
575,2105,71,IT
577,2105,27,IT
580,2105,82,IT
624,2105,77,IT
654,2105,40,IT
1,2150,20,IT
15,2150,32,IT
43,2150,44,IT
54,2150,10,IT
73,2150,66,IT
79,2150,82,IT
130,2150,6,IT
177,2150,78,IT
195,2150,19,IT
232,2150,23,IT
294,2150,86,IT
311,2150,71,IT
350,2150,55,IT
358,2150,34,IT
373,2150,88,IT
387,2150,54,IT
405,2150,24,IT
408,2150,89,IT
439,2150,32,IT
467,2150,65,IT
468,2150,77,IT
472,2150,25,IT
474,2150,82,IT
485,2150,99,IT
497,2150,100,IT
500,2150,26,IT
510,2150,95,IT
547,2150,26,IT
564,2150,52,IT
575,2150,48,IT
580,2150,0,IT
594,2150,16,IT
597,2150,56,IT
605,2150,25,IT
646,2150,9,IT
654,2150,93,IT
1,2193,61,IT
4,2193,52,IT
30,2193,76,IT
33,2193,81,IT
57,2193,69,IT
59,2193,11,IT
73,2193,69,IT
95,2193,1,IT
98,2193,47,IT
102,2193,6,IT
119,2193,28,IT
185,2193,54,IT
195,2193,36,IT
212,2193,83,IT
213,2193,63,IT
228,2193,74,IT
232,2193,17,IT
243,2193,25,IT
247,2193,58,IT
253,2193,47,IT
294,2193,66,IT
295,2193,73,IT
303,2193,73,IT
325,2193,88,IT
346,2193,100,IT
384,2193,8,IT
405,2193,49,IT
461,2193,29,IT
463,2193,65,IT
466,2193,0,IT
468,2193,73,IT
509,2193,31,IT
518,2193,87,IT
525,2193,96,IT
564,2193,15,IT
575,2193,91,IT
579,2193,77,IT
580,2193,94,IT
604,2193,15,IT
607,2193,36,IT
654,2193,20,IT
665,2193,85,IT
1,2294,46,IT
5,2294,48,IT
9,2294,90,IT
15,2294,47,IT
48,2294,72,IT
73,2294,16,IT
95,2294,73,IT
105,2294,2,IT
130,2294,82,IT
150,2294,94,IT
185,2294,17,IT
190,2294,100,IT
193,2294,60,IT
195,2294,52,IT
212,2294,42,IT
213,2294,16,IT
220,2294,41,IT
226,2294,73,IT
236,2294,20,IT
276,2294,96,IT
285,2294,19,IT
290,2294,4,IT
295,2294,86,IT
304,2294,58,IT
328,2294,36,IT
363,2294,26,IT
373,2294,29,IT
381,2294,82,IT
412,2294,78,IT
452,2294,64,IT
458,2294,96,IT
461,2294,51,IT
468,2294,21,IT
472,2294,79,IT
480,2294,13,IT
518,2294,93,IT
534,2294,50,IT
546,2294,40,IT
557,2294,9,IT
559,2294,53,IT
560,2294,63,IT
561,2294,48,IT
562,2294,33,IT
564,2294,2,IT
580,2294,43,IT
582,2294,25,IT
595,2294,5,IT
607,2294,11,IT
608,2294,35,IT
611,2294,43,IT
646,2294,76,IT
654,2294,89,IT
656,2294,90,IT
1,2455,18,Retial
15,2455,58,Retial
17,2455,100,Retial
41,2455,76,Retial
43,2455,82,Retial
48,2455,8,Retial
66,2455,65,Retial
73,2455,59,Retial
75,2455,3,Retial
95,2455,7,Retial
102,2455,21,Retial
105,2455,35,Retial
118,2455,56,Retial
119,2455,88,Retial
130,2455,22,Retial
155,2455,19,Retial
157,2455,45,Retial
165,2455,6,Retial
167,2455,3,Retial
199,2455,14,Retial
212,2455,98,Retial
214,2455,6,Retial
299,2455,51,Retial
303,2455,47,Retial
306,2455,57,Retial
310,2455,97,Retial
346,2455,67,Retial
355,2455,8,Retial
363,2455,57,Retial
380,2455,70,Retial
395,2455,80,Retial
401,2455,91,Retial
461,2455,34,Retial
463,2455,59,Retial
468,2455,4,Retial
482,2455,53,Retial
518,2455,1,Retial
533,2455,15,Retial
544,2455,9,Retial
546,2455,53,Retial
547,2455,8,Retial
560,2455,60,Retial
564,2455,8,Retial
599,2455,23,Retial
606,2455,32,Retial
624,2455,23,Retial
626,2455,79,Retial
1,2968,61,Marketing
4,2968,70,Marketing
35,2968,24,Marketing
49,2968,82,Marketing
68,2968,6,Marketing
73,2968,27,Marketing
77,2968,47,Marketing
102,2968,72,Marketing
105,2968,21,Marketing
118,2968,2,Marketing
119,2968,35,Marketing
130,2968,27,Marketing
195,2968,60,Marketing
197,2968,89,Marketing
207,2968,42,Marketing
229,2968,59,Marketing
232,2968,59,Marketing
268,2968,39,Marketing
282,2968,84,Marketing
299,2968,72,Marketing
306,2968,59,Marketing
312,2968,52,Marketing
346,2968,79,Marketing
380,2968,34,Marketing
423,2968,70,Marketing
428,2968,66,Marketing
439,2968,91,Marketing
461,2968,46,Marketing
468,2968,3,Marketing
472,2968,80,Marketing
480,2968,52,Marketing
518,2968,62,Marketing
525,2968,3,Marketing
533,2968,78,Marketing
546,2968,46,Marketing
564,2968,74,Marketing
575,2968,39,Marketing
577,2968,32,Marketing
580,2968,68,Marketing
586,2968,46,Marketing
613,2968,37,Marketing
624,2968,63,Marketing
654,2968,63,Marketing
1,3671,30,Marketing
15,3671,2,Marketing
23,3671,92,Marketing
30,3671,8,Marketing
56,3671,95,Marketing
73,3671,9,Marketing
75,3671,67,Marketing
76,3671,87,Marketing
77,3671,80,Marketing
83,3671,14,Marketing
102,3671,8,Marketing
120,3671,38,Marketing
125,3671,81,Marketing
130,3671,41,Marketing
134,3671,4,Marketing
148,3671,91,Marketing
178,3671,90,Marketing
195,3671,61,Marketing
196,3671,4,Marketing
212,3671,3,Marketing
222,3671,75,Marketing
265,3671,44,Marketing
285,3671,19,Marketing
291,3671,59,Marketing
294,3671,30,Marketing
306,3671,82,Marketing
309,3671,32,Marketing
315,3671,47,Marketing
352,3671,35,Marketing
380,3671,27,Marketing
387,3671,83,Marketing
398,3671,32,Marketing
405,3671,100,Marketing
423,3671,76,Marketing
424,3671,44,Marketing
428,3671,16,Marketing
430,3671,87,Marketing
442,3671,14,Marketing
452,3671,53,Marketing
460,3671,50,Marketing
468,3671,70,Marketing
472,3671,79,Marketing
505,3671,8,Marketing
509,3671,66,Marketing
519,3671,14,Marketing
529,3671,22,Marketing
553,3671,86,Marketing
561,3671,23,Marketing
564,3671,20,Marketing
575,3671,72,Marketing
580,3671,66,Marketing
585,3671,91,Marketing
587,3671,91,Marketing
598,3671,74,Marketing
604,3671,40,Marketing
605,3671,24,Marketing
615,3671,12,Marketing
621,3671,58,Marketing
624,3671,45,Marketing
634,3671,82,Marketing
654,3671,56,Marketing
671,3671,69,Marketing
2,10,83,IT
4,10,45,IT
7,10,35,IT
15,10,8,IT
19,10,92,IT
21,10,85,IT
39,10,20,IT
47,10,32,IT
50,10,63,IT
56,10,51,IT
73,10,94,IT
74,10,75,IT
77,10,1,IT
78,10,76,IT
80,10,14,IT
82,10,89,IT
85,10,4,IT
92,10,76,IT
105,10,40,IT
108,10,12,IT
110,10,57,IT
111,10,66,IT
113,10,59,IT
114,10,42,IT
121,10,8,IT
122,10,39,IT
126,10,64,IT
130,10,18,IT
134,10,29,IT
135,10,95,IT
137,10,58,IT
144,10,30,IT
145,10,49,IT
150,10,26,IT
151,10,92,IT
152,10,3,IT
157,10,77,IT
159,10,65,IT
161,10,76,IT
164,10,90,IT
165,10,65,IT
177,10,22,IT
188,10,56,IT
191,10,43,IT
199,10,78,IT
205,10,33,IT
212,10,44,IT
214,10,66,IT
224,10,22,IT
236,10,20,IT
243,10,77,IT
247,10,81,IT
249,10,10,IT
253,10,23,IT
268,10,75,IT
279,10,68,IT
282,10,46,IT
285,10,23,IT
288,10,79,IT
290,10,83,IT
292,10,74,IT
294,10,41,IT
295,10,15,IT
302,10,78,IT
311,10,30,IT
312,10,27,IT
313,10,100,IT
353,10,99,IT
355,10,43,IT
369,10,71,IT
375,10,30,IT
384,10,36,IT
385,10,75,IT
388,10,93,IT
389,10,43,IT
390,10,80,IT
396,10,54,IT
399,10,65,IT
400,10,24,IT
405,10,14,IT
415,10,66,IT
416,10,29,IT
418,10,6,IT
428,10,96,IT
430,10,8,IT
447,10,22,IT
457,10,39,IT
458,10,91,IT
461,10,96,IT
464,10,28,IT
468,10,23,IT
471,10,19,IT
487,10,100,IT
516,10,92,IT
525,10,40,IT
535,10,84,IT
548,10,78,IT
550,10,42,IT
552,10,6,IT
555,10,97,IT
560,10,44,IT
561,10,88,IT
564,10,89,IT
568,10,52,IT
574,10,99,IT
577,10,13,IT
588,10,72,IT
589,10,95,IT
590,10,40,IT
592,10,71,IT
593,10,12,IT
596,10,4,IT
602,10,65,IT
607,10,93,IT
608,10,65,IT
624,10,10,IT
641,10,50,IT
649,10,58,IT
650,10,56,IT
654,10,96,IT
662,10,51,IT
666,10,44,IT
2,17,19,IT
9,17,41,IT
15,17,42,IT
18,17,79,IT
44,17,93,IT
57,17,61,IT
67,17,61,IT
70,17,28,IT
74,17,92,IT
86,17,91,IT
93,17,24,IT
99,17,49,IT
121,17,53,IT
122,17,22,IT
161,17,75,IT
162,17,67,IT
172,17,35,IT
182,17,54,IT
211,17,57,IT
212,17,97,IT
220,17,70,IT
224,17,83,IT
232,17,94,IT
233,17,21,IT
240,17,4,IT
268,17,80,IT
280,17,38,IT
283,17,77,IT
284,17,30,IT
294,17,24,IT
306,17,27,IT
308,17,81,IT
311,17,1,IT
312,17,15,IT
319,17,54,IT
338,17,23,IT
358,17,4,IT
361,17,65,IT
371,17,95,IT
382,17,82,IT
385,17,68,IT
390,17,61,IT
391,17,13,IT
396,17,10,IT
408,17,82,IT
413,17,83,IT
431,17,27,IT
434,17,85,IT
447,17,55,IT
452,17,0,IT
461,17,31,IT
463,17,57,IT
465,17,30,IT
468,17,32,IT
472,17,83,IT
484,17,41,IT
487,17,76,IT
493,17,36,IT
509,17,3,IT
510,17,10,IT
514,17,15,IT
517,17,2,IT
518,17,75,IT
529,17,47,IT
530,17,89,IT
534,17,18,IT
537,17,50,IT
539,17,53,IT
547,17,33,IT
554,17,4,IT
555,17,11,IT
559,17,3,IT
564,17,69,IT
575,17,59,IT
577,17,40,IT
578,17,71,IT
595,17,52,IT
598,17,92,IT
608,17,74,IT
616,17,20,IT
636,17,22,IT
640,17,96,IT
650,17,98,IT
654,17,99,IT
659,17,19,IT
667,17,9,IT
2,39,68,Finance
5,39,55,Finance
15,39,30,Finance
19,39,36,Finance
34,39,17,Finance
43,39,19,Finance
47,39,22,Finance
50,39,45,Finance
56,39,95,Finance
69,39,26,Finance
73,39,1,Finance
77,39,97,Finance
78,39,7,Finance
82,39,70,Finance
83,39,71,Finance
86,39,1,Finance
88,39,83,Finance
92,39,22,Finance
93,39,30,Finance
98,39,78,Finance
99,39,84,Finance
110,39,68,Finance
111,39,0,Finance
121,39,99,Finance
126,39,98,Finance
128,39,43,Finance
129,39,85,Finance
134,39,61,Finance
144,39,82,Finance
149,39,38,Finance
150,39,27,Finance
151,39,82,Finance
161,39,51,Finance
168,39,21,Finance
176,39,18,Finance
187,39,80,Finance
188,39,95,Finance
192,39,50,Finance
195,39,39,Finance
212,39,60,Finance
213,39,42,Finance
219,39,27,Finance
239,39,66,Finance
240,39,39,Finance
247,39,32,Finance
254,39,88,Finance
262,39,99,Finance
264,39,97,Finance
266,39,79,Finance
268,39,100,Finance
275,39,89,Finance
288,39,36,Finance
292,39,1,Finance
294,39,48,Finance
295,39,75,Finance
306,39,39,Finance
308,39,11,Finance
311,39,83,Finance
312,39,22,Finance
315,39,55,Finance
319,39,60,Finance
338,39,24,Finance
344,39,82,Finance
358,39,50,Finance
369,39,12,Finance
373,39,98,Finance
380,39,33,Finance
382,39,33,Finance
385,39,70,Finance
388,39,71,Finance
394,39,69,Finance
400,39,56,Finance
408,39,66,Finance
412,39,15,Finance
416,39,89,Finance
421,39,62,Finance
422,39,6,Finance
424,39,80,Finance
439,39,46,Finance
447,39,56,Finance
452,39,99,Finance
457,39,44,Finance
461,39,73,Finance
463,39,12,Finance
464,39,5,Finance
465,39,18,Finance
466,39,53,Finance
468,39,55,Finance
472,39,11,Finance
487,39,55,Finance
491,39,88,Finance
500,39,91,Finance
514,39,87,Finance
516,39,63,Finance
517,39,95,Finance
518,39,57,Finance
527,39,79,Finance
534,39,3,Finance
536,39,5,Finance
547,39,34,Finance
548,39,36,Finance
561,39,90,Finance
562,39,16,Finance
564,39,61,Finance
569,39,12,Finance
575,39,65,Finance
580,39,58,Finance
585,39,16,Finance
597,39,84,Finance
598,39,84,Finance
599,39,9,Finance
605,39,25,Finance
617,39,15,Finance
639,39,17,Finance
641,39,28,Finance
649,39,58,Finance
653,39,16,Finance
662,39,86,Finance
665,39,77,Finance
666,39,11,Finance
2,47,99,Finance
8,47,72,Finance
9,47,23,Finance
13,47,57,Finance
15,47,15,Finance
17,47,76,Finance
19,47,7,Finance
21,47,53,Finance
22,47,40,Finance
23,47,91,Finance
26,47,71,Finance
30,47,73,Finance
34,47,35,Finance
38,47,41,Finance
39,47,51,Finance
50,47,78,Finance
56,47,12,Finance
72,47,28,Finance
73,47,73,Finance
77,47,94,Finance
78,47,28,Finance
82,47,2,Finance
86,47,3,Finance
88,47,85,Finance
92,47,58,Finance
99,47,41,Finance
102,47,23,Finance
103,47,18,Finance
105,47,40,Finance
108,47,36,Finance
109,47,72,Finance
110,47,80,Finance
111,47,73,Finance
116,47,56,Finance
118,47,84,Finance
119,47,70,Finance
120,47,48,Finance
124,47,15,Finance
125,47,96,Finance
128,47,19,Finance
133,47,25,Finance
134,47,97,Finance
143,47,58,Finance
144,47,84,Finance
145,47,45,Finance
149,47,33,Finance
151,47,47,Finance
152,47,65,Finance
157,47,28,Finance
159,47,24,Finance
161,47,37,Finance
165,47,10,Finance
171,47,65,Finance
175,47,35,Finance
177,47,7,Finance
183,47,28,Finance
188,47,98,Finance
191,47,29,Finance
192,47,79,Finance
199,47,81,Finance
201,47,0,Finance
205,47,8,Finance
212,47,57,Finance
213,47,31,Finance
214,47,27,Finance
216,47,97,Finance
219,47,94,Finance
224,47,53,Finance
225,47,96,Finance
235,47,35,Finance
236,47,55,Finance
240,47,54,Finance
241,47,96,Finance
242,47,5,Finance
243,47,6,Finance
245,47,56,Finance
254,47,50,Finance
262,47,100,Finance
267,47,55,Finance
268,47,74,Finance
270,47,67,Finance
279,47,90,Finance
283,47,2,Finance
285,47,52,Finance
288,47,8,Finance
290,47,56,Finance
291,47,70,Finance
292,47,22,Finance
295,47,43,Finance
299,47,35,Finance
303,47,95,Finance
304,47,87,Finance
306,47,62,Finance
307,47,44,Finance
308,47,99,Finance
311,47,61,Finance
313,47,66,Finance
327,47,66,Finance
338,47,10,Finance
339,47,35,Finance
340,47,47,Finance
344,47,92,Finance
345,47,18,Finance
346,47,81,Finance
352,47,5,Finance
353,47,39,Finance
355,47,63,Finance
358,47,95,Finance
360,47,28,Finance
363,47,90,Finance
364,47,48,Finance
369,47,51,Finance
371,47,4,Finance
379,47,55,Finance
380,47,38,Finance
381,47,75,Finance
383,47,43,Finance
384,47,79,Finance
385,47,100,Finance
388,47,41,Finance
391,47,19,Finance
394,47,60,Finance
396,47,13,Finance
399,47,90,Finance
400,47,3,Finance
408,47,100,Finance
409,47,60,Finance
418,47,98,Finance
426,47,17,Finance
430,47,80,Finance
431,47,94,Finance
432,47,66,Finance
433,47,59,Finance
440,47,68,Finance
442,47,81,Finance
449,47,77,Finance
450,47,86,Finance
452,47,67,Finance
455,47,50,Finance
457,47,61,Finance
458,47,41,Finance
460,47,70,Finance
461,47,78,Finance
463,47,95,Finance
468,47,28,Finance
472,47,17,Finance
475,47,94,Finance
478,47,98,Finance
480,47,10,Finance
487,47,7,Finance
488,47,65,Finance
495,47,36,Finance
